,eukulele_taxonomy,mmseqs_taxonomy,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SAS1_E001,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,2670028,744,394196,10430,0,56.99,3571,292,1170,556,47.52,113,134,11.45,436,4.31,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E002,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,7600772,2089,1451454,147250,0,60.87,3531,794,4126,1727,41.86,281,374,9.06,864,5.88,0.0,7.87,1.12,Eukaryota_Fungi,SAO,SRF,0.8-5
TOPAZ_SAS1_E003,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Florenciellales;-;Florenciella parvula,31132930,7757,9715188,1007416,0,58.58,3984,2771,13792,7004,50.78,1531,2274,16.49,2612,50.59,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,94313218,21200,40117205,9599974,0,61.06,4518,6843,43425,19622,45.19,2396,5276,12.15,3595,72.94,7.45,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E005,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,8739606,1937,3770270,754012,0,47.9,4604,644,4772,3057,64.06,1461,1679,35.18,2151,51.76,0.0,54.39,1.75,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E006,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Florenciellales;-;Florenciella parvula,18855839,3388,11782703,4268792,0,55.08,6168,977,7396,3256,44.02,770,1001,13.53,1595,28.24,0.0,25.64,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E007,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;-;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,4456467,1181,1012474,20803,0,54.0,3729,445,1787,623,34.86,61,73,4.09,278,1.96,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E008,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,19597285,416,19514387,19157655,13600430,56.61,74804,81,10180,6615,64.98,2897,3660,35.95,3478,88.63,0.39,98.73,1.9,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E009,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,31976418,5593,20765616,7598615,0,45.94,6284,1628,14445,7285,50.43,2295,3123,21.62,3141,74.51,1.18,80.7,3.51,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E010,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;-,17475935,4445,5259667,541503,0,51.43,3839,1576,11661,6206,53.22,1721,2752,23.6,2494,63.14,13.33,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E011,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,29058874,5999,14780036,4074739,54252,44.24,5072,1852,13214,6342,47.99,1617,2206,16.69,2625,56.47,0.39,63.89,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E012,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,15519234,712,15220825,14158340,4096078,60.88,33373,154,8591,5965,69.43,2890,3493,40.66,3400,90.59,0.0,98.25,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E013,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,5457623,1449,1207665,10197,0,60.24,3743,555,1717,725,42.22,245,261,15.2,629,9.8,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E014,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Extubocellulus spinifer,23600641,2448,20861856,14332547,221302,54.52,12253,597,10966,6349,57.9,2297,2997,27.33,3014,79.61,0.39,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E015,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,20294065,4673,8017910,780029,0,53.93,4472,1657,6223,2453,39.42,737,891,14.32,1498,25.49,0.0,20.51,0.0,Eukaryota_Bacillariophyta_Coscinodiscophyceae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira.pseudonana,SAO,SRF,0.8-5
TOPAZ_SAS1_E016,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,59214341,7909,46365583,27715308,484101,58.39,9307,1865,26764,11848,44.27,2733,4336,16.2,3536,79.22,2.35,80.0,29.09,Eukaryota_Fungi_Microsporidia,SAO,SRF,0.8-5
TOPAZ_SAS1_E017,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,3440075,910,843394,65073,0,61.93,3706,335,1648,574,34.83,72,90,5.46,414,1.18,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E018,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Fragilariopsis kerguelensis,35650883,6816,20532459,6949375,0,39.61,5657,2015,14768,5733,38.82,1918,2432,16.47,2758,70.59,0.0,68.63,1.96,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E019,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,18970540,2775,14155570,7856873,0,34.24,8422,700,10175,5369,52.77,2039,2580,25.36,2817,67.06,1.57,58.97,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E020,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Isochrysidaceae;Chrysotila carterae,16639933,2832,10764988,4757807,0,60.89,6528,764,9196,4774,51.91,1474,1867,20.3,2454,45.49,0.39,46.63,5.72,Eukaryota_Fungi_Ascomycota,SAO,SRF,0.8-5
TOPAZ_SAS1_E021,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,23332683,5292,9719610,2010908,0,45.11,4484,1749,9432,4850,51.42,1323,1699,18.01,2227,41.96,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E022,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira antarctica,19194179,4885,5612909,488948,0,45.71,3870,1770,6558,1688,25.74,587,656,10.0,1171,21.18,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E023,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,12018847,2986,3784907,319535,0,68.9,4048,1072,7441,3904,52.47,1479,1777,23.88,2340,49.02,0.39,52.7,4.13,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,SRF,0.8-5
TOPAZ_SAS1_E024,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,19580338,5245,4516080,444998,0,67.34,3624,1940,8587,3798,44.23,823,1108,12.9,1757,19.22,0.39,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E025,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',12033695,511,11814837,11176643,3777507,61.01,33714,106,7133,4949,69.38,2469,2997,42.02,3018,81.57,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E026,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Haptolina brevifila,69336806,15739,28900548,4604934,0,62.92,4499,5283,32970,13193,40.02,1964,3372,10.23,3154,58.04,0.78,61.82,7.27,Eukaryota_Fungi_Microsporidia,SAO,SRF,0.8-5
TOPAZ_SAS1_E027,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,9941493,2175,4451921,821987,0,48.48,4698,723,5348,3398,63.54,1667,1951,36.48,2314,50.2,0.78,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E028,Eukaryota;Stramenopiles;-;-;-;-;-;-,Eukaryota;-;Sar;-;Bigyra;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;-,23336389,4271,14160199,4904472,0,48.27,5888,1264,12161,6383,52.49,2125,2751,22.62,2978,73.73,0.78,69.23,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E029,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,3224802,952,363514,36143,0,65.09,3274,384,2062,1041,50.48,362,396,19.2,863,16.08,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E030,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,18495269,3848,9320863,1919667,0,58.07,5024,1254,9163,5113,55.8,1978,2406,26.26,2857,57.65,0.78,73.68,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E031,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,13519416,3324,4365868,380817,0,54.74,4061,1197,5631,2852,50.65,830,1004,17.83,1597,27.45,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E032,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,20797266,4756,8385252,1393045,0,63.22,4429,1601,9464,4354,46.01,1137,1449,15.31,2056,28.63,0.0,25.64,0.0,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E033,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma singulare,15891193,3731,5957497,761796,0,67.86,4321,1288,7914,4612,58.28,1778,2119,26.78,2648,56.47,0.0,59.65,3.51,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E034,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,28432572,5269,17018386,5998186,0,56.3,5751,1557,11539,5135,44.5,1196,1660,14.39,2153,32.94,0.78,41.03,2.56,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E035,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,48992384,7668,34625605,17273026,55064,62.15,7457,1954,24167,11899,49.24,2410,4134,17.11,3409,71.37,1.18,65.22,4.35,Eukaryota,SAO,SRF,0.8-5
TOPAZ_SAS1_E036,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,43760491,8662,23865464,7426734,0,49.76,5339,2607,18168,8715,47.97,2082,3074,16.92,3104,63.92,2.75,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E037,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,18251454,4230,7055325,1153586,0,40.05,4337,1458,8447,4265,50.49,1461,1816,21.5,2327,49.8,1.57,47.48,7.99,Eukaryota_Fungi_Ascomycota,SAO,SRF,0.8-5
TOPAZ_SAS1_E038,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,22327387,5978,5257335,675863,0,55.81,3610,2200,8723,4209,48.25,831,1234,14.15,1715,28.24,0.0,20.69,0.0,Eukaryota_Apicomplexa_Nephromyces_Nephromyces.sp..ex.Molgula.occidentalis,SAO,SRF,0.8-5
TOPAZ_SAS1_E039,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,11233424,3267,1455081,34568,0,60.48,3343,1303,6135,2189,35.68,484,578,9.42,1205,12.55,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E040,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,21565792,4127,12522557,3942677,0,64.15,5619,1244,8527,3842,45.06,934,1250,14.66,1850,28.24,0.39,39.13,4.35,Eukaryota_Fungi_Ascomycota,SAO,SRF,0.8-5
TOPAZ_SAS1_E041,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Minutocellus;-,Eukaryota;-;Sar;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Minutocellus polymorphus,16010346,3551,7038692,1249595,0,53.47,4633,1167,7969,4274,53.63,1562,1910,23.97,2362,52.55,0.39,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E042,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,3819484,1104,522816,36859,0,65.72,3390,435,2319,1232,53.13,549,604,26.05,1060,19.61,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS1_E043,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,6083841,1765,794552,89901,0,68.0,3333,697,3495,1638,46.87,375,480,13.73,1013,12.16,0.0,10.26,0.0,Eukaryota_Chrysophyceae_Hydrurales_Hydruraceae_Hydrurus_Hydrurus.foetidus,SAO,SRF,0.8-5
TOPAZ_SAS1_E044,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Phaeocystales;Phaeocystaceae;Phaeocystis antarctica,28280481,7457,6871956,618493,0,65.63,3734,2765,15732,5552,35.29,983,1340,8.52,2097,28.24,0.0,,,,SAO,SRF,0.8-5
TOPAZ_SAS4_E001,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,7760074,1976,2159721,285446,0,44.61,3900,716,4107,1896,46.17,584,666,16.22,1238,18.82,0.0,,,,SAO,SRF,180-2000
TOPAZ_SAS4_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,29377285,8361,5020508,370433,0,35.87,3380,3216,8473,2156,25.45,603,681,8.04,1378,24.71,0.0,16.67,0.26,Eukaryota,SAO,SRF,180-2000
TOPAZ_SAS4_E003,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,73030936,16657,30179563,8082126,0,25.39,4408,5281,19295,4614,23.91,980,1236,6.41,2076,34.12,0.0,28.14,4.69,Eukaryota_Metazoa,SAO,SRF,180-2000
TOPAZ_SAS4_E004,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,4695318,1267,1095733,35334,0,36.4,3594,478,2631,955,36.3,250,274,10.41,718,8.63,0.0,,,,SAO,SRF,180-2000
TOPAZ_SAS4_E005,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,55547151,8877,38921789,17877303,52932,36.74,7151,2374,18159,7023,38.68,3120,3868,21.3,3456,72.55,1.57,67.27,14.55,Eukaryota_Fungi_Microsporidia,SAO,SRF,180-2000
TOPAZ_SAS4_E006,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,10488877,2350,4503522,885599,0,37.89,4578,763,5032,2117,42.07,557,663,13.18,1244,19.22,0.0,16.33,1.68,Eukaryota_Fungi_Ascomycota,SAO,SRF,180-2000
TOPAZ_SAS4_E007,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Phaeocystales;Phaeocystaceae;Phaeocystis antarctica,4996033,1410,764017,45735,0,65.65,3483,556,2961,1279,43.19,304,344,11.62,854,11.37,0.0,,,,SAO,SRF,180-2000
TOPAZ_SAS3_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,8210189,2438,906708,71708,0,44.98,3261,981,4177,1673,40.05,580,672,16.09,1151,14.12,0.0,12.96,0.53,Eukaryota_Metazoa,SAO,SRF,20-180
TOPAZ_SAS3_E002,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,5103573,1320,1336247,128899,0,49.12,3851,483,2352,678,28.83,123,149,6.34,424,4.31,0.0,15.15,0.0,Eukaryota_Spirotrichea,SAO,SRF,20-180
TOPAZ_SAS3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2756168,858,143175,11845,0,38.52,3106,358,1633,311,19.04,55,60,3.67,208,0.0,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,25255740,7232,4136255,429053,0,36.97,3342,2789,9055,1652,18.24,327,403,4.45,830,5.49,0.0,8.73,1.06,Eukaryota_Metazoa,SAO,SRF,20-180
TOPAZ_SAS3_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,35145394,9193,9353874,1916655,0,34.06,3663,3250,12726,4983,39.16,1859,2260,17.76,2679,49.8,0.39,41.01,3.7,Eukaryota,SAO,SRF,20-180
TOPAZ_SAS3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,30619898,6955,12817476,3061654,0,39.83,4454,2235,11197,5980,53.41,2427,2999,26.78,3054,61.18,0.39,51.59,1.85,Eukaryota,SAO,SRF,20-180
TOPAZ_SAS3_E007,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,31435458,7794,10048070,1036858,0,44.76,4025,2753,13019,5935,45.59,2244,2854,21.92,2928,56.47,1.18,42.86,2.38,Eukaryota,SAO,SRF,20-180
TOPAZ_SAS3_E008,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Phaeocystales;Phaeocystaceae;Phaeocystis antarctica,29217672,7475,8201466,864633,0,64.72,3859,2679,15504,6020,38.83,1144,1549,9.99,2269,31.37,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E009,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,4705476,1404,590063,67898,0,37.98,3186,557,2470,974,39.43,454,509,20.61,836,14.51,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E010,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,3222667,951,356575,10568,0,36.68,3281,381,1126,303,26.91,41,46,4.09,209,0.78,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E011,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,17337979,4672,4023366,683439,0,41.56,3542,1707,6159,2061,33.46,454,546,8.87,999,5.88,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E012,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,4008899,1155,603254,39587,0,48.95,3324,452,1914,847,44.25,380,423,22.1,760,9.41,0.39,9.52,0.26,Eukaryota_Metazoa,SAO,SRF,20-180
TOPAZ_SAS3_E013,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,38228523,9322,13005702,2084368,0,44.71,4088,3211,13825,7166,51.83,2542,3290,23.8,3187,62.35,1.96,62.44,25.89,Eukaryota_Fungi_Microsporidia_Nosematidae_Nosema_Nosema.bombycis,SAO,SRF,20-180
TOPAZ_SAS3_E014,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,9984318,2525,2989059,350974,0,51.66,3904,902,4277,2406,56.25,1167,1318,30.82,1770,30.98,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS3_E015,Eukaryota;Metazoa;Chordata;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,3340187,1060,152618,0,0,39.17,3041,449,995,322,32.36,77,78,7.84,282,2.35,0.0,,,,SAO,SRF,20-180
TOPAZ_SAS2_E001,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Fragilariopsis kerguelensis,3460157,776,1570035,160161,0,33.92,4679,261,2589,86,3.32,12,16,0.62,67,0.39,0.0,,,,SAO,SRF,5-20
TOPAZ_SAS2_E002,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Dothideomycetes;Pleosporomycetidae;Pleosporales;-;-,31172854,170,31168680,31125047,30186505,51.55,302857,29,11955,7807,65.3,3292,4459,37.3,3721,94.51,0.0,,,,SAO,SRF,5-20
TOPAZ_SAS2_E003,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Viridiplantae;Embryophyta;Streptophyta;Magnoliopsida;-;-;-;-,5167353,1236,1895774,160397,0,33.44,4157,434,299,29,9.7,1,1,0.33,25,0.0,0.0,,,,SAO,SRF,5-20
TOPAZ_SAS2_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Viridiplantae;Embryophyta;Streptophyta;Magnoliopsida;-;Fabales;Fabaceae;-,29045785,4862,20303765,7423633,0,34.46,6803,1430,1825,99,5.42,14,16,0.88,82,0.39,0.0,,,,SAO,SRF,5-20
TOPAZ_SAS2_E005,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Fragilariopsis kerguelensis,7346747,1130,5572154,2352690,0,35.09,7638,327,4363,149,3.42,30,38,0.87,94,0.39,0.0,,,,SAO,SRF,5-20
TOPAZ_SAS2_E006,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Viridiplantae;Embryophyta;Streptophyta;Magnoliopsida;-;Fabales;Fabaceae;-,9074351,1012,7976702,5313160,0,34.83,11256,275,746,77,10.32,4,6,0.8,44,0.0,0.0,,,,SAO,SRF,5-20
